symbol,open,close,high,low,volume,changePercent,date,companyName,sector
UPS,159.74,160.21,160.97,158.715,2913417,0.0082,2020-08-27,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.52,162.36,162.61,159.34,2979753,0.0134,2020-08-28,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,161.73,163.62,165.22,161.26,3960911,0.0078,2020-08-31,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,163.13,162.65,164.14,161.55,3097988,-0.0059,2020-09-01,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,163.25,165.78,166.2,162.2,3778036,0.0192,2020-09-02,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,162.27,158.02,163.4499,156.95,4759929,-0.0468,2020-09-03,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.24,160.78,161.845,154.63,3601254,0.0175,2020-09-04,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.03,156.45,160.06,155.96,3176440,-0.0269,2020-09-08,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,158.05,159.8,160.96,158.05,2317590,0.0214,2020-09-09,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.99,157.89,161.26,157.08,2450935,-0.012,2020-09-10,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,158.49,158.87,160.61,157.43,2466753,0.0062,2020-09-11,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.9,160.14,162.16,159.03,3617868,0.008,2020-09-14,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.58,161.53,161.77,158.37,3238544,0.0087,2020-09-15,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,166.8,159.87,167.36,159.53,5737965,-0.0103,2020-09-16,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,157.04,159.75,160.2675,156.965,3002230,-0.0008,2020-09-17,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.14,159.66,163.75,159.42,7274026,-0.0006,2020-09-18,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,161.42,161.06,162.95,157.38,3894369,0.0088,2020-09-21,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,160.34,161.89,162.14,159.5723,3051924,0.0052,2020-09-22,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,162.5,161.55,165.76,161.34,3842426,-0.0021,2020-09-23,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,161.12,160.41,162.57,157.991,2975055,-0.0071,2020-09-24,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,159.27,166.12,167.0,159.27,4399307,0.0356,2020-09-25,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,169.91,168.9,171.98,168.49,4338375,0.0167,2020-09-28,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,168.81,168.5,170.465,167.115,3138099,-0.0024,2020-09-29,"United Parcel Service, Inc.",Transportation and Warehousing
UPS,169.29,166.63,169.67,165.5,5426716,-0.0111,2020-09-30,"United Parcel Service, Inc.",Transportation and Warehousing
FDX,158.85,156.66,163.65,155.76,17967540,0.0,2020-07-01,Fedex Corp,Transportation and Warehousing
FDX,158.6,155.48,159.7225,155.28,4046921,-0.0075,2020-07-02,Fedex Corp,Transportation and Warehousing
FDX,157.9,156.27,158.4,153.6625,3015750,0.0051,2020-07-06,Fedex Corp,Transportation and Warehousing
FDX,154.27,158.54,159.95,154.13,2583112,0.0145,2020-07-07,Fedex Corp,Transportation and Warehousing
FDX,158.12,158.56,159.38,156.27,2110946,0.0001,2020-07-08,Fedex Corp,Transportation and Warehousing
FDX,158.0,155.74,158.75,155.32,2238292,-0.0178,2020-07-09,Fedex Corp,Transportation and Warehousing
FDX,156.2,158.59,159.01,155.97,1746204,0.0183,2020-07-10,Fedex Corp,Transportation and Warehousing
FDX,160.0,156.23,160.22,155.66,1736054,-0.0149,2020-07-13,Fedex Corp,Transportation and Warehousing
FDX,156.23,158.5,158.92,155.53,1641132,0.0145,2020-07-14,Fedex Corp,Transportation and Warehousing
FDX,160.42,161.25,162.53,159.04,3333046,0.0174,2020-07-15,Fedex Corp,Transportation and Warehousing
FDX,161.77,166.1,167.1,160.4689,4099971,0.0301,2020-07-16,Fedex Corp,Transportation and Warehousing
FDX,167.28,165.98,168.12,164.91,2048087,-0.0007,2020-07-17,Fedex Corp,Transportation and Warehousing
FDX,164.89,164.13,165.55,162.81,1593586,-0.0111,2020-07-20,Fedex Corp,Transportation and Warehousing
FDX,165.1,165.5,167.56,164.41,1731912,0.0083,2020-07-21,Fedex Corp,Transportation and Warehousing
FDX,164.64,165.14,165.94,163.44,1231859,-0.0022,2020-07-22,Fedex Corp,Transportation and Warehousing
FDX,165.41,165.99,167.39,164.65,1387204,0.0051,2020-07-23,Fedex Corp,Transportation and Warehousing
FDX,164.69,165.04,166.88,164.19,1546235,-0.0057,2020-07-24,Fedex Corp,Transportation and Warehousing
FDX,165.0,170.64,170.72,163.86,2926388,0.0339,2020-07-27,Fedex Corp,Transportation and Warehousing
FDX,169.42,166.93,170.3299,166.711,2374595,-0.0217,2020-07-28,Fedex Corp,Transportation and Warehousing
FDX,167.1,169.55,171.37,167.01,4623873,0.0157,2020-07-29,Fedex Corp,Transportation and Warehousing
FDX,174.15,172.71,174.5,169.8601,5407268,0.0186,2020-07-30,Fedex Corp,Transportation and Warehousing
FDX,172.0,168.4,172.71,167.99,2488103,-0.025,2020-07-31,Fedex Corp,Transportation and Warehousing
FDX,169.55,169.22,170.585,168.53,1503570,0.0049,2020-08-03,Fedex Corp,Transportation and Warehousing
FDX,169.22,170.66,171.48,169.2,1264202,0.0085,2020-08-04,Fedex Corp,Transportation and Warehousing
FDX,171.85,171.7,172.4233,170.2442,1309963,0.0061,2020-08-05,Fedex Corp,Transportation and Warehousing
FDX,172.0,172.24,173.48,171.32,1364902,0.0031,2020-08-06,Fedex Corp,Transportation and Warehousing
FDX,172.47,183.53,183.88,172.47,6311099,0.0655,2020-08-07,Fedex Corp,Transportation and Warehousing
FDX,188.16,199.98,200.46,187.34,10815110,0.0896,2020-08-10,Fedex Corp,Transportation and Warehousing
FDX,199.99,196.45,203.585,195.14,5998248,-0.0177,2020-08-11,Fedex Corp,Transportation and Warehousing
FDX,200.0,201.96,206.24,199.015,6239385,0.028,2020-08-12,Fedex Corp,Transportation and Warehousing
FDX,200.68,203.86,204.79,199.61,3663846,0.0094,2020-08-13,Fedex Corp,Transportation and Warehousing
FDX,202.07,208.6,209.6412,201.86,4632952,0.0233,2020-08-14,Fedex Corp,Transportation and Warehousing
FDX,210.0,206.64,211.56,206.0373,2662020,-0.0094,2020-08-17,Fedex Corp,Transportation and Warehousing
FDX,206.37,206.97,208.43,204.18,3040684,0.0016,2020-08-18,Fedex Corp,Transportation and Warehousing
FDX,206.84,207.88,210.94,206.84,2217960,0.0044,2020-08-19,Fedex Corp,Transportation and Warehousing
FDX,206.23,208.82,209.2,205.06,1532805,0.0045,2020-08-20,Fedex Corp,Transportation and Warehousing
FDX,209.16,210.49,212.94,208.5,2034054,0.008,2020-08-21,Fedex Corp,Transportation and Warehousing
FDX,212.96,217.4,217.95,211.99,3393717,0.0328,2020-08-24,Fedex Corp,Transportation and Warehousing
FDX,219.17,214.31,219.58,213.22,2160235,-0.0142,2020-08-25,Fedex Corp,Transportation and Warehousing
FDX,215.73,215.77,217.12,214.08,1518191,0.0068,2020-08-26,Fedex Corp,Transportation and Warehousing
FDX,216.1,218.21,218.875,215.08,2014856,0.0113,2020-08-27,Fedex Corp,Transportation and Warehousing
FDX,218.23,221.9,223.66,218.01,2996129,0.0169,2020-08-28,Fedex Corp,Transportation and Warehousing
FDX,221.8,219.84,224.2,219.8,1839581,-0.0093,2020-08-31,Fedex Corp,Transportation and Warehousing
FDX,219.99,225.46,226.55,219.1406,1904774,0.0256,2020-09-01,Fedex Corp,Transportation and Warehousing
FDX,227.12,227.91,229.0,223.07,1680746,0.0109,2020-09-02,Fedex Corp,Transportation and Warehousing
FDX,228.13,220.97,231.58,218.59,4003783,-0.0305,2020-09-03,Fedex Corp,Transportation and Warehousing
FDX,222.46,226.12,228.236,217.398,2879820,0.0233,2020-09-04,Fedex Corp,Transportation and Warehousing
FDX,223.79,221.05,225.7478,219.72,2121067,-0.0224,2020-09-08,Fedex Corp,Transportation and Warehousing
FDX,226.0,225.75,228.845,224.12,3222696,0.0213,2020-09-09,Fedex Corp,Transportation and Warehousing
FDX,229.49,224.44,229.49,222.89,2443294,-0.0058,2020-09-10,Fedex Corp,Transportation and Warehousing
FDX,226.44,232.79,233.67,225.47,4865220,0.0372,2020-09-11,Fedex Corp,Transportation and Warehousing
FDX,240.99,236.34,241.0,232.5701,6583670,0.0152,2020-09-14,Fedex Corp,Transportation and Warehousing
FDX,234.99,236.67,239.85,230.51,9847346,0.0014,2020-09-15,Fedex Corp,Transportation and Warehousing
FDX,253.03,250.3,256.18,246.3,17082179,0.0576,2020-09-16,Fedex Corp,Transportation and Warehousing
FDX,242.63,244.08,249.8,242.11,4254299,-0.0249,2020-09-17,Fedex Corp,Transportation and Warehousing
FDX,242.97,242.78,248.2,241.95,4348747,-0.0053,2020-09-18,Fedex Corp,Transportation and Warehousing
FDX,237.95,238.74,239.19,230.27,4109508,-0.0166,2020-09-21,Fedex Corp,Transportation and Warehousing
FDX,239.51,243.42,243.78,235.63,2651668,0.0196,2020-09-22,Fedex Corp,Transportation and Warehousing
FDX,244.99,241.42,250.5104,241.04,3083045,-0.0082,2020-09-23,Fedex Corp,Transportation and Warehousing
FDX,244.01,244.22,247.2,239.5,3048346,0.0116,2020-09-24,Fedex Corp,Transportation and Warehousing
FDX,241.68,250.17,251.8994,241.47,3212430,0.0244,2020-09-25,Fedex Corp,Transportation and Warehousing
FDX,255.27,254.44,259.95,254.08,3309826,0.0171,2020-09-28,Fedex Corp,Transportation and Warehousing
FDX,254.99,253.5,258.2,249.12,2204308,-0.0037,2020-09-29,Fedex Corp,Transportation and Warehousing
FDX,253.47,251.52,257.5061,249.5,2506013,-0.0078,2020-09-30,Fedex Corp,Transportation and Warehousing
